Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?
Continental Carbon,1004329,Phenix City,AL,36869,1500 EAST STATE DOCKS ROAD,Russell,32.43372,-84.97257,325182,"C,X",Chemicals,178854.672,178847.0,3.5,4.172,,,,,,,,,,7309.572,,,,,,,,,,,,,,,,,,,,,,,,171545.1,,,,,,,,,,,,,N,N,N
Continental Carbon Company,1006287,Ponca City,OK,74601,1006 EAST OAKLAND AVENUE,Kay,36.66616,-97.07163,325182,"C,X",Chemicals,212986.032,212967.4,8.5,10.132,,,,,,,,,,18277.932,,,,,,,,,,,,,,,,,,,,,,,,194708.1,,,,,,,,,,,,,N,N,N
Continental Carbon Company Sunray Plant,1004071,Sunray,TX,79086,11702 CARBON BLACK ROAD,Moore,35.980941,-101.891253,325182,"C,X",Chemicals,116561.588,116558.3,1.5,1.788,,,,,,,,,,3288.388,,,,,,,,,,,,,,,,,,,,,,,,113273.2,,,,,,,,,,,,,N,N,N
Continental Cement Company Llc,1005987,Hannibal,MO,63401,10107 HWY 79 SOUTH,Marion,39.67913,-91.31424,327310,"C,H",Minerals,777575.188,774701.6,1054.0,1819.588,,,,,,,,,,3186.888,,,,,774388.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Continental Refining Company Llc,1003306,Somerset,KY,42501,300 REFINERY ROAD,Pulaski,37.070656,-84.616671,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",15451.824,14682.8,713.0,56.024,,,,,,,,,,13549.148,,,,,,,,,,,,,,,,,,,,,,,,,1902.676,,,,,,,,,,,,N,N,N
"Continental Tire The Americas, Llc",1003416,Mount Vernon,IL,62864,11525 NORTH ILLINOIS HIGHWAY 142,Jefferson,38.29007,-88.89037,326211,C,Other,64579.656,64512.8,30.5,36.356,,,,,,,,,,64579.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Contra Costa Sanitary Landfill,1005955,Antioch,CA,94509,,Contra Costa,37.9875,-121.8453,562212,HH,Waste,17189.0,,17189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17189.0,,,,N,N,N
Cooper Tire And Rubber Co *,1004220,Findlay,OH,45840,701 LIMA AVE.,Hancock,41.02781,-83.65929,326211,C,Other,28317.044,28288.0,13.25,15.794,,,,,,,,,,28317.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cooper Tire Company,1002997,Texarkana,AR,71854,3500 WASHINGTON RD.,Miller,33.423167,-94.003778,326211,C,Other,36394.512,36356.7,17.25,20.562,,,,,,,,,,36394.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Cooper Tire Company, The",1003706,Tupelo,MS,38804,1804 SOUTH GREEN STREET,Lee,34.232361,-88.710611,326211,C,Other,31314.332,31282.0,14.75,17.582,,,,,,,,,,31314.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Copper Mountain Landfill,1007963,Wellton,AZ,85356,34853 E COUNTY 12TH ST.,Yuma,32.649535,-114.039174,562212,HH,Waste,119308.25,,119308.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119308.25,,,,N,N,N
Copper Valley Electric Assoc (cogen),1004974,Valdez,AK,99686,,Valdez-cordova,61.08304,-146.30223,221112,C,Power Plants,19623.956,19551.2,21.5,51.256,,,,,,,,,,19623.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Corn Lp,1002138,Goldfield,IA,50542,1303 HIGHWAY 3 EAST,Wright,42.733339,-93.910902,325193,C,Other,87435.42,87345.0,41.25,49.17,,,,,,,,,,87435.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Corn Plus,1002950,Winnebago,MN,56098,711 6TH AVE. S.E.,Faribault,43.763198,-94.151226,325193,"C,PP","Other,Suppliers of CO2",67400.096,67330.5,31.75,37.846,,,,,,,,,,67400.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Corning Diesel Manufacturing Facility,1002462,Painted Post,NY,14870,890 ADDISON RD,Steuben,42.11222,-77.15619,327999,C,Minerals,105523.952,105414.9,49.75,59.302,,,,,,,,,,105523.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Corning Incorporated - Blacksburg Plant,1006643,Christiansburg,VA,24073,3050 N FRANKLIN ST,Montgomery,37.17197,-80.42367,327999,C,Minerals,29193.74,29163.6,13.75,16.39,,,,,,,,,,29193.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Corona Energy Partners, Ltd",1003175,Bakersfield,CA,93308,34759 LENCIONI AVE,Kern,35.44675,-119.08652,221112,C,Power Plants,66790.648,66721.6,31.5,37.548,,,,,,,,,,66790.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Corralitos Regional Landfill,1004224,Las Cruces,NM,88005,14535 ROBERT LARSON BLVD,Dona Ana,32.258796,-107.027915,562212,HH,Waste,58980.0,,58980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58980.0,,,,N,N,N
Cortland County Interim Ii Landfill/west Side Ext,1003036,Mcgraw,NY,13101,,Cortland,42.629789,-76.071315,562212,"C,HH",Waste,37137.1,35.6,37101.5,,,,,,,,,,,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37101.5,,,,N,N,N
Corvette Gas Processing Plant,1005885,Granbury,TX,76049,8407 GODLEY RD,Hood,32.4464,-97.6352,211112,"C,W-PROC",Petroleum and Natural Gas Systems,65941.456,65158.1,747.0,36.356,,,,,,,,,,63746.86,,,,,,,,,,,,,,,,,,,2194.596,,,,,,,,,,,,,,,,,,N,N,N
Coshocton Landfill Inc *,1007579,Coshocton,OH,43812,19469 CO RD 7,Coshocton,40.223,-81.826,562212,HH,Waste,21178.25,,21178.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21178.25,,,,N,N,N
Cottonwood Hills Landfill,1003216,Marissa,IL,62257,10400 HILLSTOWN ROAD,Saint Clair,38.263429,-89.783418,562212,"C,HH",Waste,68241.65,376.9,67864.75,,,,,,,,,,,376.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67864.75,,,,N,N,N
Countrymark Refining & Logistics Llc,1005899,Mt Vernon,IN,47620,1200 REFINERY RD,Posey,37.925417,-87.904972,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",206634.87,205147.4,887.0,600.47,,,,,,,,,,142019.846,,,,,,,,,,,,,,,,,,,,,,,,,64615.024,,,,,,,,,,,,N,N,N
Countryside Landfill,1007992,Grayslake,IL,60030,31725 N RT 83,Lake,42.321899,-88.024902,562212,"C,HH",Waste,110197.146,1224.8,108971.75,0.596,,,,,,,,,,1225.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108971.25,,,,N,N,N
County Environmental Landfill Of Wyandot,1002555,Carey,OH,43316,11164 COUNTY ROAD 4,Wyandot,40.9107,-83.3288,562212,"C,HH",Waste,25232.4,23.4,25209.0,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25209.0,,,,N,N,N
County Line Landfill,1007024,Argos,IN,46501,7922 NORTH OLD US HWY 31,Marshall,41.166962,-86.2325,562212,"C,HH",Waste,76835.998,70.7,76765.0,0.298,,,,,,,,,,70.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76765.0,,,,N,N,N
Countywide Recycling & Disposal Facility,1008003,East Sparta,OH,44626,3619 GRACEMONT STREET SW,Stark,40.666666,-81.423749,562212,"C,HH",Waste,83015.9,66.9,82949.0,,,,,,,,,,,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82949.0,,,,N,N,N
Courtney Ridge Landfill,1007631,Sugar Creek,MO,64058,2001 N COURTNEY ROAD,Jackson,39.14345,-94.38995,562212,"C,HH",Waste,120015.2,11.7,120003.5,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120003.5,,,,N,N,N
"Covanta Alexandria/arlington, Inc",1001813,Alexandria,VA,22304,5301 EISENHOWER AVENUE,Alexandria City,38.80137,-77.12859,562213,C,Waste,127284.422,120536.6,2631.25,4116.572,,,,,,,,,178109.0,127284.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Covanta Babylon, Inc.",1005870,West Babylon,NY,11704,125 GLEAM STREET,Suffolk,40.7349,-73.3836,562213,C,Waste,90509.718,85519.6,1945.75,3044.368,,,,,,,,,135616.0,90509.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Covanta Bristol, Inc",1005172,Bristol,CT,06010,170 ENTERPRISE DRIVE,Hartford,41.64911,-72.91595,562213,C,Waste,94551.544,89396.5,2010.25,3144.794,,,,,,,,,139546.1,94551.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covanta Energy,1000293,Indianapolis,IN,46221,2320 S HARDING ST,Marion,39.7337,-86.1888,562213,C,Waste,357446.962,342307.0,5903.75,9236.212,,,,,,,,,352793.0,357446.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Covanta Haverhill Inc,1005179,Haverhill,MA,01835,100 RECOVERY WAY,Essex,42.7654,-71.124025,562213,C,Waste,231695.644,219214.6,4866.25,7614.794,,,,,,,,,309934.0,231695.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Covanta Hempstead,1002398,Westbury,NY,11590,600 MERCHANTS CONCOURSE,Nassau,40.738356,-73.593495,562213,C,Waste,317063.9,296463.5,8032.25,12568.15,,,,,,,,,608768.5,317063.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Covanta Honolulu Resource Recovery Venture (h-power),1007914,Kapolei,HI,96707,91-174 HANUA ST,Honolulu,21.3042,-158.1078,562213,C,Waste,269209.842,256973.5,4770.25,7466.092,,,,,,,,,397736.1,269209.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Covanta Huntington,1002400,East Northport,NY,11731,99 TOWN LINE RD.,Suffolk,40.8817,-73.2899,562213,C,Waste,128405.154,121543.6,2675.25,4186.304,,,,,,,,,182385.1,128405.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covanta Lake Ii Inc,1003242,Okahumpka,FL,34762,3830 ROGERS INDUSTRIAL PARK ROAD,Lake,28.73974,-81.88944,562213,C,Waste,70275.462,66798.0,1356.0,2121.462,,,,,,,,,87622.8,70275.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Covanta Marion, Inc",1001646,Brooks,OR,97305,4850 BROOKLAKE ROAD NORTHEAST,Marion,45.04799,-122.9622,562213,C,Waste,78242.896,74529.5,1448.0,2265.396,,,,,,,,,90288.0,78242.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covanta Pittsfield Llc,1004797,Pittsfield,MA,01201,500 HUBBARD AVENUE,Berkshire,42.468401,-73.194143,562213,C,Waste,26892.7,25488.2,547.75,856.75,,,,,,,,,36635.5,26892.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covanta Plymouth Renewable Energy Lp,1007884,Conshohocken,PA,19428,1155 CONSHOHOCKEN ROAD,Montgomery,40.09584,-75.31056,562213,C,Waste,172473.638,164668.3,3043.0,4762.338,,,,,,,,,244445.5,172473.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Covanta Resource Recovery Facility,1005171,Wallingford,CT,06492,530 SOUTH CHERRY STREET,New Haven,41.4401,-72.83471,562213,C,Waste,8282.986,7911.2,138.75,233.036,,,,,,,,,9471.4,8282.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covanta Springfield Llc,1004865,Agawam,MA,01001,188 M ST,Hampden,42.090524,-72.590858,562213,C,Waste,26028.15,23866.5,843.0,1318.65,,,,,,,,,72131.4,26028.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covanta Warren Energy Resource Co,1001869,Oxford,NJ,07863,218 MOUNT PISGAH ROAD,Warren,40.8205,-75.0114,562213,C,Waste,70623.034,67310.2,1291.5,2021.334,,,,,,,,,80105.2,70623.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Covestro,1006827,Proctor,WV,26055,17595 ENERGY ROAD,Wetzel,39.719477,-80.827317,325110,C,Chemicals,24088.258,24063.3,11.25,13.708,,,,,,,,,,24088.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cowlitz County Landfill,1005412,Longview,WA,98632,85 TENNANT WAY,Cowlitz,46.107229,-122.905601,562212,HH,Waste,4532.5,,4532.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532.5,,,,N,N,N
Cowtown Gas Processing Plant,1005818,Cleburne,TX,76033,2400 COUNTY ROAD 326,Hood,32.33384,-97.68122,211112,"C,W-PROC",Petroleum and Natural Gas Systems,110900.894,107900.4,2940.0,60.494,,,,,,,,,,107307.296,,,,,,,,,,,,,,,,,,,3593.598,,,,,,,,,,,,,,,,,,N,N,N
Cox City Gas Processing Plt,1002472,Rush Springs,OK,73082,1747 CR 1530,Grady,34.795916,-97.799965,211112,"C,NN-FRAC,W-PROC,W-NGTC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",23301.728,18758.0,4533.0,10.728,,,,,,,,,,18058.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Coyote Canyon Sanitary Landfill,1002104,Newport Beach,CA,92675,20661 NEWPORT COAST DRIVE,Orange,33.615,-117.831,562212,HH,Waste,121262.5,,121262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121262.5,,,,N,N,N
"Cp Kelco Us, Inc.-okmulgee",1007148,Okmulgee,OK,74447,1200 WEST 20TH STREET,Okmulgee,35.606278,-96.009861,311999,C,Other,72175.976,72100.9,34.25,40.826,,,,,,,,,450.0,72175.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cpi Usa North Carolina Roxboro,1000226,Roxboro,NC,27573,331 ALLIE CLAY RD,Person,36.435,-78.9619,221112,C,Power Plants,206054.98,200106.8,1765.75,4182.43,,,,,,,,,172566.9,206054.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Cpi Usa North Carolina Southport,1000225,Southport,NC,28461,1281 POWERHOUSE DR SE,Brunswick,33.9444,-78.0125,221112,C,Power Plants,462904.126,453054.2,2672.0,7177.926,,,,,,,,,353140.1,462904.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Craighead County Solid Waste Disposal,1005397,Jonesboro,AR,72403,328 COUNTY ROAD 476,Craighead,35.71958,-90.684793,562212,HH,Waste,87133.75,,87133.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87133.75,,,,N,N,N
Crawford County Sanitary Landfill,1002276,Bucyrus,OH,44820,5128 LINCOLN HIGHWAY EAST,Crawford,40.813216,-82.867333,562212,"C,HH",Waste,178724.2,32.2,178692.0,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178692.0,,,,N,N,N
Crescent Acres Landfill,1005196,New Orleans,LA,70126,6599 FLORIDA AVE,Orleans,29.97371,-89.99852,562212,HH,Waste,24968.5,,24968.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24968.5,,,,N,N,N
Crestwood West Coast North Coles Levee Gas Plant,1005446,Tupman,CA,93276,9224 TUPMAN ROAD,Kern,35.277731,-119.323847,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",28911.924,28798.9,94.25,18.774,,,,,,,,,,28831.724,,,,,,,,,,,,,,,,,,,80.2,,,,,,,,,,,,,,,,,,N,N,N
Cove Point Lng Facility,1005420,Lusby,MD,20657,2100 COVE POINT RD,Calvert,38.38457,-76.41225,486210,"C,W-LNGIE",Petroleum and Natural Gas Systems,182647.166,181466.0,1079.25,101.916,,,,,,,,,,181652.416,,,,,,,,,,,,,,,,,,,,,,,994.75,,,,,,,,,,,,,,N,N,N
Crittenden County Landfill,1002732,West Memphis,AR,72301,1299 KUHN ROAD,Crittenden,35.129843,-90.255351,562212,HH,Waste,72453.5,,72453.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72453.5,,,,N,N,N
Crockett Cogeneration Plant,1001629,Crockett,CA,94525,550 LORING AVENUE,Contra Costa,38.055905,-122.214441,221112,C,Power Plants,791209.82,790393.3,372.5,444.02,,,,,,,,,,791209.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Crook County Landfill,1005356,Prineville,OR,97754,5601 SW HOUSTON LAKE RD.,Crook,44.298198,-120.915862,562111,HH,Waste,31510.75,,31510.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31510.75,,,,N,N,N
Crossroads Landfill,1007646,Norridgewock,ME,04957,357 MERCER RD,Somerset,44.712556,-69.847255,562212,"C,HH",Waste,44799.718,1002.5,43747.75,49.468,,,,,,,,,13208.1,1072.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43726.75,,,,N,N,N
Crosstex Lig Llc - Red River Compressor,1006249,Campti,LA,71411,,Natchitoches,31.849383,-93.076622,486210,"C,W-PROC",Petroleum and Natural Gas Systems,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,N,N,N
Crosstex Processing Services Llc - Riverside Fractionation,1003158,Geismar,LA,70734,10280 LOUISIANA HWY 75,Ascension Parish,30.214123,-91.035113,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",70429.736,69944.9,445.5,39.336,,,,,,,,,,67410.796,,,,,,,,,,,,,,,,,,,3018.94,,,,,,,,,,,,,,,,,,N,N,N
Csc Disposal And Landfill,1002644,Avalon,TX,76623,101 REPUBLIC WAY,Ellis,32.223334,-96.787501,562212,HH,Waste,113295.5,,113295.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113295.5,,,,N,N,N
Csl Behring Llc,1005577,Bradley,IL,60915,1201 NORTH KINZIE AVE,Kankakee,41.16082,-87.85477,325414,C,Chemicals,43980.484,43935.0,20.75,24.734,,,,,,,,,,43980.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Csu, San Jose State University",1011772,San Jose,CA,95192,1 WASHINGTON SQUARE,Santa Clara,37.33443,-121.88061,611310,C,Other,30291.684,30259.9,14.5,17.284,,,,,,,,,,30291.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cumberland County Ann Street Landfill,1001627,Fayetteville,NC,28301,698 ANN STREET,Cumberland,35.061773,-78.872083,562212,"C,HH",Waste,48615.1,34.1,48581.0,,,,,,,,,,,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48581.0,,,,N,N,N
Cumberland County Improvement Authority Swc,1002702,Millville,NJ,08332,169 JESSE BRG RD,Cumberland,39.45187,-75.0998,562212,"C,HH",Waste,26602.1,127.1,26475.0,,,,,,,,,,,127.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26475.0,,,,N,N,N
"Cutrale Citrus Juices Usa, Inc.",1005361,Auburndale,FL,33823,602 MCKEAN ST.,Polk,28.05545,-81.79695,311411,C,Other,82455.44,82370.5,38.75,46.19,,,,,,,,,,82455.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Cutrale Citrus Juices Usa, Inc.",1006667,Leesburg,FL,34748,11 CLOUD ST.,Lake,28.812639,-81.865221,311411,C,Other,18581.732,18563.1,8.5,10.132,,,,,,,,,,18581.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cuyahoga Regional Sanitary Landfill,1007902,Solon,OH,44139,28625 AMBINA DRIVE,Cuyahoga,41.3748,-81.47587,562212,HH,Waste,11832.25,,11832.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11832.25,,,,N,N,N
Cvb No 1,1010703,Harlan,KY,40829,US 421 SOUTH AT GRAYS KNOB,,,,212112,FF,Other,245546.0,,245546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245546.0,,,,,,N,N,N
"Cwmi, Khf (msw Landfill B-19)",1007794,Kettleman City,CA,93239,35251 OLD SKYLINE RD.,Kings,35.96047,-120.00855,562212,"C,HH",Waste,47171.95,1391.2,45780.75,,,,,,,,,,,1391.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45780.75,,,,N,N,N
Cypress Semiconductor Minnesota Inc,1000354,Bloomington,MN,55425,2401 E. 86TH ST.,Hennepin,44.84786,-93.23745,334413,"C,I",Other,114537.6494208,3887.4,1.75,458.622,8005.4956,88475.611516,3572.76,1487.8,8631.0,17.2103,4.8E-6,,4.1,3891.236,,,,,,110646.4134208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cytec Industries Inc,1006142,Willow Island,WV,26134,1 HEILMAN AVENUE,Pleasants,39.35933,-81.30965,325199,C,Chemicals,36085.964,36048.7,17.0,20.264,,,,,,,,,,36085.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cabin Creek Compressor Station,1009508,Baker,MT,59313,1661 CABIN CREEK ROAD,Fallon,46.61184,-104.4203,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,25374.306,24760.3,600.0,14.006,,,,,,,,,,24781.456,,,,,,,,,,,,,,,,,,,,592.85,,,,,,,,,,,,,,,,,N,N,N
Cabrillo Power I Encina Power Station,1005837,Carlsbad,CA,92008,4600 CARLSBAD BLVD,San Diego,33.1408,-117.3342,221112,"C,D",Power Plants,466484.368,466009.8,216.5,258.068,,,,,,,,,,1403.344,465081.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cabrillo Power Ii Llc - Kearny 2 & 3,1010540,San Diego,CA,92123,5459 COMPLEX STREET,San Diego,32.833812,-117.134588,221112,C,Power Plants,9650.812,9640.4,4.75,5.662,,,,,,,,,,9650.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Caddis Cpf-2,1003815,Damascus,AR,72039,1678 HWY. 65 NORTH,Van Buren,35.344146,-92.410284,213112,C,Petroleum and Natural Gas Systems,33411.724,33377.2,15.75,18.774,,,,,,,,,,33411.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Cadiz Gas Processing Plant,1010177,Cadiz,OH,43907,43071 INDUSTRIAL PARK DRIVE,Harrison,40.265856,-81.020299,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",70720.742,68476.8,2205.5,38.442,,,,,,,,,,65048.004,,,,,,,,,,,,,,,,,,,5672.738,,,,,,,,,,,,,,,,,,N,N,N
Caelus Natural Resources Alaska - Oooguruk Tie-in Pad,1002157,Prudhoe Bay,AK,99734,,North Slope,70.4136,-150.0123,211111,C,Petroleum and Natural Gas Systems,37050.66,37012.3,17.5,20.86,,,,,,,,,,37050.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Caesars Entertainment Consolidated Properties Source Id 257,1005508,Las Vegas,NV,89109,ONE CAESARS PALACE DRIVE,Clark,36.11736,-115.17368,721120,C,Other,58366.48,58306.2,27.5,32.78,,,,,,,,,,58366.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Caithness Long Island Energy Center,1000450,Yaphank,NY,11719,50 ZORN BOULEVARD,Suffolk,40.8142,-72.9403,221112,"C,D",Power Plants,751624.202,750848.6,351.25,424.352,,,,,,,,,,165.7,751458.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Caja Del Rio Landfill,1006724,Santa Fe,NM,87506,149 WILDLIFE WAY,Santa Fe,35.677746,-106.087855,562212,"C,HH",Waste,22250.05,52.8,22197.25,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22197.25,,,,N,N,N
Calportland Company Mojave Plant,1006842,Mojave,CA,93501,9350 OAK CREEK ROAD,Kern,35.029298,-118.316236,327310,"C,H",Minerals,1034012.328,1031601.6,872.75,1537.978,,,,,,,,,,503.148,,,,,1033509.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Calportland Company Oro Grande Plant,1007927,Oro Grande,CA,92368,19409 NATIONAL TRAILS HIGHWAY,San Bernardino,34.6045,-117.3382,327310,"C,H",Minerals,932322.962,929200.3,1142.75,1979.912,,,,,,,,,,2294.992,,,,,930027.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Calportland Company Rillito Plant,1006669,Rillito,AZ,85654,11115 NORTH CASA GRANDE HIGHWAY,Pima,32.41056,-111.151632,327310,"C,H",Minerals,769167.128,766763.8,880.25,1523.078,,,,,,,,,,528.748,,,,,768638.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
