Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?
Washington 10 Storage (michigan Consolidated),1004647,Romeo,MI,48065,12700 30 MILE ROAD,Macomb,42.76743,-83.00543,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,47587.5,41132.3,6432.25,22.95,,,,,,,,,,41166.596,,,,,,,,,,,,,,,,,,,,6420.9,,,,,,,,,,,,,,,,,N,N,N
Washington County Solid Waste,1005064,Washington,UT,84780,325 N LANDFILL ROAD,Washington,37.13499,-113.46056,562212,HH,Waste,7397.25,,7397.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7397.25,,,,N,N,N
Washington Mills Hennepin Inc.,1005944,Hennepin,IL,61327,13230 ESK STREET,Putnam,41.298834,-89.302356,327910,"BB,C",Chemicals,114163.644,114162.0,0.75,0.894,,,,,,,,,,1651.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,112512.1,,,,,,,,,N,N,N
Washington State University,1005091,Pullman,WA,99164,2660 GRIMES WAY,Whitman,46.732007,-117.161057,611310,C,Other,57369.974,57308.8,27.5,33.674,,,,,,,,,,57369.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Wasson Co2 Removal Plant,1002629,Denver City,TX,79323,2582 COUNTY ROAD 355,Yoakum,32.99825,-102.81518,211111,"C,W-PROC",Petroleum and Natural Gas Systems,187407.032,185354.0,1953.5,99.532,,,,,,,,,,175541.54,,,,,,,,,,,,,,,,,,,11865.492,,,,,,,,,,,,,,,,,,N,N,N
Waste Management Charles City Landfill,1007583,Charles City,VA,23030,8000 CHAMBERS RD,New Kent,37.432808,-77.122354,562212,"C,HH",Waste,71667.55,132.8,71534.75,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71534.75,,,,N,N,N
Waste Management Disposal Service Mountain View Landfill,1007935,Greencastle,PA,17225,9446 LETZBURG ROAD,Franklin,39.7937,-77.8086,562212,"C,HH",Waste,27671.894,767.0,26904.0,0.894,,,,,,,,,,768.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26903.5,,,,N,N,N
Waste Management Disposal Services Of Oregon,1007989,Arlington,OR,97812,18177 CEDAR SPRINGS LANE,Gilliam,45.623963,-120.254986,562212,"C,HH",Waste,309051.956,7059.8,301777.0,215.156,,,,,,,,,56961.2,7366.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301685.25,,,,N,N,N
Waste Management Greater Wenatchee Landf,1007818,East Wenatchee,WA,98802,191 E WEBB RD,Douglas,47.403681,-120.1657,562212,HH,Waste,31208.25,,31208.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31208.25,,,,N,N,N
Waste Management Inc Oyster Bay,1003800,San Leandro,CA,94577,2615 DAVIS STREET,Alameda,37.71191,-122.19373,562212,HH,Waste,6103.25,,6103.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6103.25,,,,N,N,N
Waste Management Of La Llc - Woodside Sanitary Landfill & Recycling Center,1007797,Walker,LA,70785,29340 WOODSIDE DR,Livingston,30.497611,-90.828821,562212,"C,HH",Waste,23686.134,933.0,22750.75,2.384,,,,,,,,,,936.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22749.75,,,,N,N,N
Waste Management Of La Llc/reliable Landfill,1003299,Livonia,LA,70755,9533 MOORE LANE,Pointe Coupee,30.5517,-91.4678,562212,HH,Waste,39365.0,,39365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39365.0,,,,N,N,N
Waste Management Of Michigan Inc,1003259,Lake Orion,MI,48359,600 W SILVER BELL RD,Oakland,42.722701,-83.254729,562212,"C,HH",Waste,183571.056,231.8,183288.0,51.256,,,,,,,,,14135.5,305.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183266.0,,,,N,N,N
Waste Management Of Michigan Incorporated,1003582,Wayne,MI,48184,5900 HANNAN ROAD,Wayne,42.264144,-83.42661,562212,"C,HH",Waste,152552.848,679.8,151872.75,0.298,,,,,,,,,,680.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151872.5,,,,N,N,N
"Waste Management Of Mississippi Inc, Pecan Grove Landfill And Recycling Center A",1007890,Pass Christian,MS,39571,9685 FIRETOWER ROAD,Harrison,30.427,-89.266889,562212,"C,HH",Waste,42794.366,30.3,42759.0,5.066,,,,,,,,,1418.449284,37.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42756.75,,,,N,N,N
"Waste Management Of Mississippi Inc, Plantation Oaks Municipal Landfill And Recy",1003399,Sibley,MS,39165,35 SHIELDSBORO ROAD,Adams,31.356953,-91.395006,562212,"C,HH",Waste,85400.0,239.0,85161.0,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85161.0,,,,N,N,N
"Waste Management Of Mississippi Inc, Prairie Bluff Landfill And Recycling Center",1007891,Houston,MS,38851,1649 HIGHWAY 15 NORTH,Chickasaw,33.9585,-88.992056,562212,"C,HH",Wastes,86045.042,,86021.5,23.542,,,,,,,,,6539.5,33.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86011.5,,,,N,N,N
"Waste Management Of New York, Llc",1007617,Chaffee,NY,14030,10860 OLEAN ROAD,Erie,42.581913,-78.499515,562212,"C,HH",Waste,45270.792,1029.9,44120.5,120.392,,,,,,,,,33261.4,1201.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44069.0,,,,N,N,N
Waste Management Of Texas Austin Community Recycling & Disposal Facility,1007894,Austin,TX,78754,9900 GILES RD,Travis,30.33823,-97.63076,562212,"C,HH",Waste,79669.99,559.9,79011.75,98.34,,,,,,,,,27256.6,700.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78969.75,,,,N,N,N
Waste Management Of Tunica Landfill Inc,1007683,Robinsonville,MS,38664,6035 BOWDRE ROAD,Tunica,34.787667,-90.248278,562212,"C,HH",Waste,65767.148,162.1,65604.75,0.298,,,,,,,,,,162.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65604.5,,,,N,N,N
"Waste Management Of Wisconsin, Inc.",1007834,Whitelaw,WI,54247,6207 HEMPTON LAKE RD,Manitowoc,44.1744,-87.8294,562212,"C,HH",Waste,37984.29,1209.8,36698.5,75.99,,,,,,,,,21073.2,1318.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36666.0,,,,N,N,N
Waste Management Pecan Prairie,1007854,Celeste,TX,75423,1308 HIGHWAY 69 N,Hunt,33.1543,-96.0935,562212,HH,Waste,25775.5,,25775.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25775.5,,,,N,N,N
Waste Management Skyline Landfill,1007852,Ferris,TX,75125,1201 N CENTRAL AVE,Ellis,32.54992,-96.66561,562212,"C,HH",Wastes,255567.264,900.8,254564.25,102.214,,,,,,,,,28358.8,1046.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254520.75,,,,N,N,N
Waste Mgmt Dspl Svc Of Pa Pottstown Ldfl,1003556,Pottstown,PA,19464,1425 SELL ROAD,Montgomery,40.270359,-75.654282,562212,"C,HH",Waste,13587.572,465.1,13088.5,33.972,,,,,,,,,9351.6,513.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13074.25,,,,N,N,N
Waste Mgmt Of Co Inc County Line,1007907,Littleton,CO,80126,4200 E COUNTY LINE RD,Douglas,39.5636,-104.9335,562212,HH,Waste,5646.5,,5646.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5646.5,,,,N,N,N
Waste Mgmt Of Ok,1007851,Tulsa,OK,74116,4041 N 141ST E AVE,Tulsa,36.197894,-95.819885,562212,"C,HH",Waste,130851.7,82.7,130769.0,,,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130769.0,,,,N,N,N
Waste Mgmt Of Ok/east Oak Lndfll,1007801,Oklahoma City,OK,73141,3201 MOSLEY ROAD,Oklahoma,35.50851,-97.41887,562212,HH,Waste,143289.75,,143289.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143289.75,,,,N,N,N
Water Quality Center,1007400,Wisconsin Rapids,WI,54495,2811 FIFTH AVE N,Wood,44.42328,-89.831663,322121,"C,TT","Pulp and Paper,Waste",58380.95,167.7,58213.25,,,,,,,,,,,167.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58213.25,N,N,N
Water Renewal Center,1002854,Stevens Point,WI,54481,2690 W RIVER RD,Portage,44.486243,-89.582534,562212,"C,TT","Other,Waste",26220.798,113.0,26107.5,0.298,,,,,,,,,,113.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26107.25,N,N,N
Waters Landfill,1007720,Frederic,MI,49733,11376 SHERMAN RD,Crawford,44.850833,-84.682741,562212,"C,HH",Waste,24926.05,1013.8,23912.25,,,,,,,,,,,1013.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23912.25,,,,N,N,N
Watertown Landfill,1002902,Watertown,SD,57201,"HWY 81, 3 MI S OF TOWN",Codington,44.977735,-97.188353,562212,HH,Waste,27681.0,,27681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27681.0,,,,N,N,N
Wauna Mill,1008042,Clatskanie,OR,97016,92326 TAYLORVILLE ROAD,Columbia,46.157035,-123.407836,322121,"AA,C,TT","Pulp and Paper,Waste",248131.57,206620.1,39383.75,2127.72,,,,,,,,,610573.5,171517.64,,,,,,,,,,,,,,,,,,,,,,,,,,,37802.68,,,,,,,,,38811.25,N,N,N
"Waupaca Foundry, Inc-plants 2 & 3",1001863,Waupaca,WI,54981,1955 BRUNNER DRIVE,Waupaca,44.3559,-89.054,331511,C,Metals,209636.538,208408.2,451.75,776.588,,,,,,,,,,209636.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Wayne County Landfill,1007061,Fairfield,IL,62837,,Wayne,38.362564,-88.36679,562212,HH,Waste,65471.75,,65471.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65471.75,,,,N,N,N
Wayne State University,1005556,Detroit,MI,48202,5454 CASS AVENUE,Wayne,42.36043,-83.06846,611310,C,Other,36937.36,36899.0,17.5,20.86,,,,,,,,,,36937.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Wd 73 A-d Platform,1003656,Offshore,LA,00000,,,28.9436,-89.7065,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,68161.324,57231.9,10895.75,33.674,,,,,,,,,,57292.424,,,,,,,,,,,,,,,,,,10868.9,,,,,,,,,,,,,,,,,,,N,N,N
Wd 79 A & F (complex Id # 20491),1011643,Offshore,LA,00000,,,28.97157745,-89.51468148,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,42072.432,3373.0,38696.75,2.682,,,,,,,,,,3365.332,,,,,,,,,,,,,,,,,,38707.1,,,,,,,,,,,,,,,,,,,N,N,N
We Hereford Ethanol Facility,1004799,Hereford,TX,79045,3748 S PROGRESSIVE ROAD,Deaf Smith,34.821895,-102.370362,325193,C,Other,102942.712,102836.4,48.5,57.812,,,,,,,,,,102942.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Weatherford Plant,1003317,Weatherford,TX,76088,451 JONES ROAD,Parker,32.73424,-97.87686,211111,"C,W-PROC",Petroleum and Natural Gas Systems,85123.43,73710.2,11373.0,40.23,,,,,,,,,,56019.04,,,,,,,,,,,,,,,,,,,29104.39,,,,,,,,,,,,,,,,,,N,N,N
Webster Parish Landfill,1006135,Minden,LA,71055,493 LANDFILL RD,Webster,32.63267,-93.39071,562212,"C,HH",Waste,46558.0,1.5,46556.5,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46556.5,,,,N,N,N
Wedron Complex (wedron Silica Co & Technisand Wedron),1003526,Wedron,IL,60557,3450 E 2056TH RD,La Salle,41.43334,-88.77387,212322,C,Other,73402.468,73325.7,34.75,42.018,,,,,,,,,,73402.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Wellesley College,1006651,Wellesley,MA,02481,106 CENTRAL ST,Norfolk,42.29593,-71.29893,611310,C,Other,26223.984,26193.7,13.0,17.284,,,,,,,,,,26223.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Wellford Landfill,1004251,Wellford,SC,29385,595 LITTLE MOUNTAIN ROAD,Spartanburg,34.993969,-82.138342,562212,"C,HH",Waste,22657.47,,22653.0,4.47,,,,,,,,,1253.2,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22651.0,,,,N,N,N
Welty Compressor Station,1002467,Paden,OK,74860,361025 E 960 RD.,Okfuskee,35.62446,-96.58129,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,39968.006,38127.8,1818.75,21.456,,,,,,,,,,38165.356,,,,,,,,,,,,,,,,,,,,1802.65,,,,,,,,,,,,,,,,,N,N,N
West Bistineau Facility,1005693,Coushatta,LA,71019,,Red River,32.2107,-93.4413,486210,"C,W-PROC",Petroleum and Natural Gas Systems,48210.692,45500.8,2701.25,8.642,,,,,,,,,,15482.092,,,,,,,,,,,,,,,,,,,32728.6,,,,,,,,,,,,,,,,,,N,N,N
West Camden Sanitary Landfill,1007889,Camden,TN,38320,2410 HIGHWAY 70 WEST,Benton,36.046351,-88.135665,562212,"C,HH",Waste,90209.858,,90144.0,65.858,,,,,,,,,18303.3,93.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90116.0,,,,N,N,N
West Central Landfill,1001819,Redding,CA,96001,14095 CLEAR CREEK RD,Shasta,40.501219,-122.448313,562212,HH,Waste,57894.5,,57894.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57894.5,,,,N,N,N
West Davies County Landfill,1005090,Owensboro,KY,42301,7772 HWY 815,Daviess,37.675806,-87.270611,562212,"C,HH",Waste,122947.1,11.1,122936.0,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122936.0,,,,N,N,N
West Hawaii Landfill / Puu Anahulu,1006173,Waikoloa,HI,96738,71-111 QUEEN KAAHUMANU HWY,Hawaii,19.904893,-155.883239,562212,HH,Waste,7195.0,,7195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7195.0,,,,N,N,N
West Kentucky Landfill,1001952,Mayfield,KY,42066,3426 US 45 S,Graves,36.690556,-88.674444,562212,"C,HH",Waste,70501.95,28.7,70473.25,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70473.25,,,,N,N,N
West Linn Paper Company,1005050,West Linn,OR,97068,4800 MILL ST,Clackamas,45.356397,-122.614836,322121,C,Pulp and Paper,93701.248,93604.8,44.0,52.448,,,,,,,,,,93701.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
West Miramar Sanitary Landfill,1005061,San Diego,CA,92111,5180 CONVOY STREET,San Diego,32.83666,-117.152262,562212,HH,Waste,205885.75,,205885.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205885.75,,,,N,N,N
West Nassau Sanitary Landfill,1006597,Callahan,FL,32011,46026 LANDFILL RD,Nassau,30.604718,-81.820482,562212,HH,Waste,24267.5,,24267.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267.5,,,,N,N,N
West Union Compressor Station,1011050,Greenwood,WV,26415,3041 LONG RUN RD.,Doddridge,39.29982,-80.85717,211112,C,Petroleum and Natural Gas Systems,32259.428,32226.0,15.25,18.178,,,,,,,,,,32259.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
West Waddell Booster,1002420,Crane,TX,79731,,Crane,31.509,-102.6464,211111,C,Petroleum and Natural Gas Systems,32349.259,32315.856,15.225,18.178,,,,,,,,,,32349.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westar Energy, Inc",1000584,Hutchinson,KS,67502,3200 E 30TH,Reno,38.0906,-97.8747,221112,"C,D",Power Plants,32213.076,32179.6,15.0,18.476,,,,,,,,,,8536.164,23676.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westar Energy, Inc",1000585,Wichita,KS,67215,6100 W 55TH ST. SOUTH,Sedgwick,37.5956,-97.4131,221112,"C,D",Power Plants,38932.856,38893.4,18.0,21.456,,,,,,,,,,1180.696,37752.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westar Energy, Inc",1006735,Colwich,KS,67030,6001 N 151ST WEST,Sedgwick,37.7903,-97.5217,221112,"C,D",Power Plants,213490.004,213272.4,99.0,118.604,,,,,,,,,,875.948,212614.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westar Energy, Inc",1000586,Edmond,OK,73025,13200 S COUNCIL RD,Logan,35.7422,-97.655,221112,"C,D",Power Plants,8764.868,8756.1,4.0,4.768,,,,,,,,,,16.7,8748.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westar Energy, Inc.",1005842,Tecumseh,KS,66542,5530 SE 2ND STREET,Shawnee,39.0522,-95.5669,221112,"C,D",Power Plants,1148006.926,1139049.7,3276.75,5680.476,,,,,,,,,,169.7,1147837.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Westar Energy, Inc.",1000581,St. Marys,KS,66536,25905 JEFFREY ROAD,Pottawatomie,39.2825,-96.1153,221112,"C,D",Power Plants,1.265190642E7,1.25527836E7,36255.25,62867.57,,,,,,,,,,104.898,1.2651801522E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Westar Energy, Inc.",1000583,Emporia,KS,66801,1685 ROAD 200TH,Lyon,38.4464,-96.0651,221112,D,Power Plants,152923.232,152767.6,71.0,84.632,,,,,,,,,,,152923.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western Aggregates Incorporated,1004379,Boulder,CO,80303,11728 HIGHWAY 93,Jefferson,39.90969,-105.2386,327992,C,Minerals,20284.468,20158.7,46.5,79.268,,,,,,,,,,20284.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western Berks Comm Ldfl & Recycling Ctr/ Birdsboro,1002716,Birdsboro,PA,19508,455 POPLAR NECK ROAD,Berks,40.300479,-75.911187,562212,"C,HH",Waste,16479.2,40.7,16438.5,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16438.5,,,,N,N,N
Western Illinois University,1004271,Macomb,IL,61455,1 UNIVERSITY CIR,Mcdonough,40.474681,-90.68663,611310,C,Other,25216.302,25189.7,12.0,14.602,,,,,,,,,,25216.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western Michigan University,1003293,Kalamazoo,MI,49008,1903 WEST MICHIGAN AVENUE,Kalamazoo,42.2804,-85.6065,611310,C,Other,68087.244,68017.1,32.0,38.144,,,,,,,,,4.9,68087.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western New York Energy Llc,1005217,Medina,NY,14103,4141 BATES RD,Orleans,43.21022,-78.36915,325193,"C,II,PP","Other,Suppliers of CO2,Waste",75834.758,75704.0,87.25,43.508,,,,,,,,,215.7,75783.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.25,,,N,N,N
Western Plains Energy Llc,1000405,Oakley,KS,67748,3022 COUNTY ROAD 18,Logan,39.12461,-100.738037,325193,C,Other,47348.672,47299.9,22.25,26.522,,,,,,,,,,47348.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western Pyote Cmp Stn,1005692,Pyote,TX,79777,"3MI S ON FM 1927, 0.2 MILES WEST ON UNMARKED DIRT ROAD",Ward,31.504705,-103.139435,486210,C,Petroleum and Natural Gas Systems,15485.692,15469.8,7.25,8.642,,,,,,,,,,15485.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western Refining El Paso All Sites,1003564,El Paso,TX,79905,212 N CLARK STREET,El Paso,31.76953,-106.41379,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1158951.096,1152890.8,3295.75,2764.546,,,,,,,,,,865412.056,,,,,,,,,,,35317.6,,,,,,,,,,,,,,258221.44,,,,,,,,,,,,N,N,N
Western Regional Sanitary Landfill,1006501,Lincoln,CA,95648,3195 ATHENS AVENUE,Placer,38.83164,-121.34465,562212,HH,Waste,49800.0,,49800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49800.0,,,,N,N,N
Western Sugar Company,1000019,Scottsbluff,NE,69361,2100 E. OVERLAND DR.,Scotts Bluff,41.859603,-103.637032,311313,C,Other,266784.012,264800.0,726.75,1257.262,,,,,,,,,,266784.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Western Sugar Coop,1001823,Fort Morgan,CO,80701,18317 HIGHWAY 144,Morgan,40.26269,-103.80612,311313,"C,S",Minerals,150686.426,149564.1,411.0,711.326,,,,,,,,,,150686.426,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
Western Sugar Cooperative,1001783,Billings,MT,59101,3020 STATE AVE.,Yellowstone,45.767778,-108.495,311313,"C,S",Minerals,13506.854,13378.5,47.0,81.354,,,,,,,,,6112.0,13496.954,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westhollow Technology Center,1004492,Houston,TX,77082,3333 HWY. 6 S.,Harris,29.72644,-95.64394,541712,C,Other,30858.684,30826.9,14.5,17.284,,,,,,,,,,30858.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westlake Petrochemicals Lp - Ethylene Manufacturing Complex (petro I/petro Ii),1003655,Sulphur,LA,70665,900 EAST HWY 108,Calcasieu,30.179916,-93.359229,325110,"C,X",Chemicals,901198.238,886210.0,4921.5,10066.738,,,,,,,,,,858484.226,,,,,,,,,,,,,,,,,,,,,,,,42714.012,,,,,,,,,,,,,N,N,N
Westlake Polymers Lp - Polyethylene I & Ii Plants,1003654,Sulphur,LA,70665,3525 CITIES SERVICE HWY,Calcasieu Parish,30.200747,-93.326256,325211,C,Other,26370.8,26343.4,12.5,14.9,,,,,,,,,,26370.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westlake Styrene Llc - Styrene Monomer Production Facility,1005564,Sulphur,LA,70664,900 HWY 108,Calcasieu,30.18139,-93.35889,325110,C,Chemicals,153471.472,153313.1,72.25,86.122,,,,,,,,,,153471.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westlake Vinyls Co Lp,1004900,Geismar,LA,70734,36045 HIGHWAY 30,Ascension Parish,30.209722,-91.013889,325199,"C,X",Chemicals,166926.634,166628.5,109.5,188.634,,,,,,,,,,128423.664,,,,,,,,,,,,,,,,,,,,,,,,38502.97,,,,,,,,,,,,,N,N,Y
Westlake Vinyls Inc,1006621,Calvert City,KY,42029,2672INDUSTRIAL PKWY,Marshall,37.04674,-88.32711,325110,"C,X",Chemicals,414595.274,412584.1,897.25,1113.924,,,,,,,,,,373079.226,,,,,,,,,,,,,,,,,,,,,,,,41516.048,,,,,,,,,,,,,N,N,N
Westmoreland Sanitary Ldfl,1000291,Belle Vernon,PA,15012,111 CONNER LN,Fayette,40.144281,-79.858866,562212,HH,Waste,44448.25,,44448.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44448.25,,,,N,N,N
Westrock (dallas Mill),1004024,Dallas,TX,75203,1120 E. CLARENDON DR.,Dallas,32.74459,-96.80834,322130,C,Pulp and Paper,31476.932,31444.6,14.75,17.582,,,,,,,,,,31476.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westrock California, Inc",1007871,Battle Creek,MI,49037,177 ANGELL STREET,Calhoun,42.32335,-85.20758,322130,C,Pulp and Paper,56996.436,56937.8,26.75,31.886,,,,,,,,,,56996.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westrock Converting Co - Cincinnati Mill,1002016,Cincinnati,OH,45209,3347 MADISON ROAD,Hamilton,39.15663,-84.4236,322130,C,Pulp and Paper,327.748,327.2,0.25,0.298,,,,,,,,,,327.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westrock Converting Company - Chattanooga Mill,1007804,Chattanooga,TN,37405,701 MANUFACTURERS ROAD,Hamilton,35.058281,-85.327606,322130,C,Pulp and Paper,44019.05,43967.0,22.25,29.8,,,,,,,,,,44019.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Westrock Converting Company - Stroudsburg Mill,1005768,Delaware Water Gap,PA,18327,242 PAPER MILL ROAD,Monroe,40.999445,-75.148214,322130,C,Pulp and Paper,27218.948,27191.0,12.75,15.198,,,,,,,,,,27218.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Westrock Cp, Llc - Hodge Mill",1005012,Hodge,LA,71247,100 MILL STREET,Jackson,32.276643,-92.727371,322130,"AA,C",Pulp and Paper,298472.486,294217.4,975.0,3280.086,,,,,,,,,1099431.0,203608.764,,,,,,,,,,,,,,,,,,,,,,,,,,,94863.722,,,,,,,,,,N,N,N
